-2328.40482047, 12995.75170475,-3271.84200185
 7835.3027719, 8987.60100021,-4587.6336807
-15435.9321355, 16377.48211652, 21369.130851
-5225.24284807,-17013.31428605, 7707.38076013
 8369.43191389, 466.90500548,-8655.79608494
 2085.86137738,-5578.63787797,-8046.16828559
-10404.95026757,-5937.03135062, 5122.16790372
-11266.25337425,-14814.04105046,-12885.56573426
-11501.97843733, 1904.67351013,-12984.52124734
-6363.74986771, 3667.4983106,-22566.60296516
 19369.77585189, 3922.7375003, 2726.68930964
-6.28565705,-4255.97555046, 921.79093783
 25587.29265539,-4975.57410724,-20246.28963016
-1839.74687639, 4908.5341065,-2010.94426438
-2332.68471389,-3088.5423768,-11473.67834981
 2348.00647993,-8459.72591788,-2608.65864235
 1478.30924767,-13228.26714052,-41621.17598577
-1783.68388416,-3655.90012941,-5859.00311172
 2267.01754326,-2352.36051184, 3954.58766441
 1518.45346173,-860.4188868,-4281.81181694
-66816.09188202,-70557.81078755, 16626.62549479
-1885.65674472,-33379.4205725,-9908.15987772
-98.82303434, 613.72810713, 244.68726921
 311.07435707,-450.14917884, 847.90519043
 30975.66142446, 164.46152377, 122.53601152
 4548.66086841, 1206.92735127, 38952.78852254
 1110.85540214,-1277.684754, 2614.41653968
 19441.25911112, 25404.53817589, 6473.83421159
-4752.12198346, 7764.02356609,-2549.38416851
-221.36871077,-2877.1651075, 1322.4631921
-21427.60012936, 18171.5982239,-3998.57666988
 17332.32185034, 6296.05800629, 23884.6663707
-15697.08403691,-1235.08462879,-3108.17994864
-11507.72390826, 23010.42012225,-36116.78712807
 737.67105374, 10243.99635224,-11439.16149741
 30551.29779659,-13745.1621158, 31098.6376876
-7628.16872851, 30548.18303386, 45333.19987863
-54638.57625395,-21922.84560957,-8166.12119217
 48285.86762697, 8432.83831219,-22720.32545343
 19030.93159638, 22317.65465881,-37495.41498549
 2394.38057034, 2718.46514344,-16751.73927068
-2352.96652735, 8730.98836728,-7556.78699976
-12651.27969308, 11410.98320732,-2910.28746879
-3013.4471936, 1922.1146001,-12122.78818704
-551.05790955,-6572.62725076, 9414.23312606
-25960.7162286,-36999.19148701,-48763.93983853
-7987.96462236, 622.73282836,-4882.57295928
-1567.04453017, 1929.5088794,-4811.79426103
 314.01264932,-10954.04993786,-6168.88999375
-1388.68265655,-7678.68960474, 4928.93029328
 15915.43451571, 66255.92897854,-33387.75025167
-17055.61838277,-5422.43550681, 29043.85184423
 36034.74973928, 4449.07590999, 8010.68083439
-2480.78994706, 4173.59132602,-4700.24765243
 14465.4448628,-8279.35948188, 37485.73868388
 2178.52016022, 372.48678112,-4237.69736359
 6318.18822369,-901.58687341, 16241.40551829
-220.10947421, 1853.32261612,-729.44751912
 20156.99729086,-9924.13591016, 28055.44576845
-15387.43049965, 4304.0995824, 11741.76962166
 31976.88094103,-37470.62649077,-15540.55978234
-3656.3174789,-42171.61710102, 35985.68589035
-5961.43719532, 736.7065755, 42099.99163201
-15526.75717916,-12055.69238797, 360.51250929
 1743.79601661, 4772.04028619,-583.9974928
-38934.38465961,-23019.31382801, 41919.85046955
 412.50549174, 1681.49624805,-5420.17341896
 8732.29659231, 290.00170477,-18002.3709834
 3799.87614885,-6540.47716294,-3381.6918534
 2443.10136025,-9536.97258256, 10537.34326945
-297.02655359, 4564.87640033, 11178.22208434
-3027.95763774,-7850.05508034,-16477.01199348
-3147.86182717,-4438.22455198, 8861.04833144
 471.33557958, 607.35278655,-922.62259777
 7939.83652935,-9910.44318036, 27328.19409073
-40364.05508577, 25096.18501072, 41086.3832845
-12919.75095232,-2601.97350211,-10646.44778261
-18646.45368477,-36291.62454893, 37817.18947316
 419.57372676, 7292.23873736,-17611.07526282
-61598.58007435,-44848.10445371,-22358.69711459
-43671.87424007, 39051.58134867,-72087.67631865
 9170.67382907,-4980.40174287,-558.14528755
 242.69123793, 3538.98930349, 649.54063207
 3075.68757209, 2470.8242834, 2247.78530571
 22194.10095628,-50063.23147729,-853.67538162
-933.78791315,-1635.77854881, 2629.23849476
 14566.298497, 19374.32608639,-28528.6075871
-849.08564773,-54563.28380517, 15893.2192946
 1626.72828745, 3554.78772705, 13980.96633523
-5295.98095794,-9914.69127289,-288.31762149
-18788.92937382, 34232.15423018,-15235.15201627
 70163.53606006, 9162.48012569, 16739.29565787
 1950.66513439, 465.78274139, 3740.30501466
 15673.83881079,-34177.44758561, 14673.09635882
 7973.82387385,-1491.19427127, 2500.98721953
-58688.73331488,-33031.49073425, 39795.02460823
 2658.89221391, 888.39791582,-508.75742196
 100.9544584, 6554.14220687,-6878.94747748
-4017.26568789, 6950.48492164,-1027.2176238
 3440.45044998, 4949.80410898, 12465.59705522
-21593.93070527,-28060.29464618,-22168.15526468
-12157.05420622,-469.07058737, 7484.04123207
-414.26198845, 2994.09295353,-265.84582192
 10211.80713584,-231.04993859, 6219.126064
 6769.70583402, 4053.85294074, 3894.63904603
-25209.86306858, 10076.68268802,-46785.93522926
-3248.864677, 16420.21923879,-9828.13717545
 23793.29734844, 10448.01902703, 7421.26796765
 7998.25304109, 24234.23933662, 3361.17172228
 1232.82362529,-18393.50928933, 941.0497235
-828.48496917, 603.26638864,-637.19090697
-41164.45714288, 8653.21829696,-59062.54165575
 1230.54801374,-750.57562201, 14111.11684522
 15317.92894459,-3380.65896008, 12022.01902826
 33706.30892096,-36173.44313241,-13539.89712805
-3437.76213621,-102.65669381,-6809.00729199
 1020.92405562, 10937.04937543,-21647.39644373
 5029.07515237,-5518.10407095,-23460.83408714
-10768.37635024, 1488.95723094, 3265.70438801
