 24680.4161583, 39722.96146799, 1052.23035061
-2396.40972197, 535.52148479, 4447.74745891
-18007.6867304,-2011.19710654,-9908.65254383
 2392.15195771, 13082.01840195, 12485.46085314
-10753.24072086, 5035.19040529, 2420.6991368
 16436.34630955,-67117.04016409, 30544.2039466
 97195.04178375,-65885.87850255, 48792.47568902
-7348.88347158,-31466.61959993, 18251.42789486
-17188.85021339, 18772.01675384,-58737.73286898
-88260.77216484, 52636.8111376, 15454.32631286
-12043.33985491, 5987.01403457, 16670.25762852
 21911.62039914, 26698.60497066, 17324.72979888
-9987.88588371, 2855.94708079, 5805.55177096
 3019.03483022, 8011.38425166,-11076.63231508
 1569.54830304, 1870.36307465, 4561.41069324
 87668.85174157,-60254.65412452, 96910.27643265
 44042.37246142, 22671.08734777,-12998.41703724
-26385.80846597, 19797.30551383,-18546.16894525
-14155.63878532,-2601.42992623,-12484.34517589
-4509.83583594, 21361.18597076, 29627.48627099
-9742.46459527,-1641.33366444, 7008.49483621
 766.87643526,-194.91782766, 118.99351757
 73434.22402597,-32177.00421825,-23676.87525449
 1186.04715274, 108.36874102,-3099.39667547
 3752.28136729,-8856.54614532, 1369.18500874
-14948.31067091, 4096.82951582,-9328.42839374
-2647.24237972, 4420.47292055, 5206.68676014
-2896.34494954, 2651.51638026,-6393.51340835
-61880.07625958,-15260.69899023,-43155.00971743
-353.26110429,-43067.51835652, 86028.96909582
 55901.04003068,-25790.14920149,-34664.81939923
 78112.85730545, 7945.88904844, 94735.46618343
-9244.85252383, 48607.54298271,-9126.11650463
-29455.31429776, 38072.36656909,-18772.00918874
 6972.6817054, 500.42149681, 10186.59944047
-5981.24417213, 21633.83626778,-14279.76771622
-3557.38358662,-1854.16956337, 4635.88345923
 36301.90530437,-25841.51195166, 19266.31443192
-65842.05347136, 6460.69470399, 31093.97680373
 231.18953801,-2122.7411904, 2491.65993691
 7236.93284013,-8290.82012423, 5363.9702405
-1106.1527912, 330.88342497, 1188.41689503
-7192.74742784, 50640.81425486, 12748.76772765
 18525.61603058, 1368.27808226, 7124.8672913
-7327.19660965,-502.25100581, 24580.89100594
-4872.46194311,-1236.53428124,-1300.86488193
-18130.2262611,-25778.82967713, 1081.66897279
 95367.00142622,-96891.38230499,-3488.75406355
 793.70221157,-242.90567299, 2014.01428785
 1610.25640463,-11795.90254341,-1978.03199944
 14175.18129747,-12090.08306703, 14374.84352773
 1551.22166822,-1399.61424477,-3446.10325986
-26405.98272665,-14309.56700917, 16667.9045151
 6628.79432086, 45049.54469937, 82800.21074203
 30478.32322912, 9016.23120517,-11894.29446005
-17800.39138078,-13238.12253963,-19801.98500268
-16381.94085454, 11949.0343063, 1469.32202726
 14369.40524529,-14163.34146906,-8740.06288617
 40007.62722363,-86196.84361471,-38399.4828106
-18204.8159012,-28440.8725893,-18593.58765048
 5702.19892432,-6387.75897776,-6057.49927887
 11429.48480947, 5251.092913, 7097.67391758
-47969.98641442,-3638.03998854, 1781.32095262
-259.03401749,-1640.04253385,-199.22987426
 27785.1582966, 24799.14880207, 8534.4260929
 1769.31189082,-5209.05490402, 3369.47526228
-49526.93226076, 58175.86781007, 74041.38219712
-86614.56181901,-3711.79902839, 53526.14119149
 10022.29828837, 5789.7016794, 14393.07327696
 435.09037855, 23176.80087452,-19972.45871878
-27058.17870506,-89863.74857361, 69129.77891279
-7285.15364844,-23646.42911596,-77455.87612025
 13835.6236543,-7158.07894189, 31428.98587636
 43715.39675708,-14138.21156941, 13725.96641905
 25439.62436595,-6052.68838426, 22720.46818458
-764.11504375,-325.98018004, 1475.43060715
 45787.03834209,-68626.47775156, 13627.52892379
-75711.16802316, 47146.27650754, 57804.72063629
-981.23067186, 3529.43488979, 5064.75232116
-17816.24040939, 8424.97671605,-13311.73375261
 10021.1347877,-27001.81757363, 61922.34514199
-5999.98042013,-4802.66756008,-8655.34043872
 72797.84314187, 14661.81977872,-46092.8426556
-54054.12518751, 29919.62650053,-24759.26442563
 31693.47940799, 15804.53451651,-29190.73390322
-10245.26673913, 2847.85737334, 29382.38292183
-10330.00412632, 2063.11425913,-1235.04883693
-40000.62344307,-5132.27237123, 46907.61049813
-339.08744846,-5516.44981544,-5251.65592223
-4288.60519438, 876.41814289,-10614.07037872
-7835.36258645, 1558.51142972, 1795.64543418
 37324.23511633, 1349.1799785,-6576.91774581
 23237.50368976,-31990.93360791, 44700.86548763
-78790.99883814, 5139.9232123, 36735.39409102
-160.9417467, 3703.01447776, 3307.86222339
-16554.44292982, 9165.02718293, 3501.00864748
 49635.95803254, 59603.55081489, 68507.23995444
 50689.14180051, 35112.24333873,-44993.38920445
-4814.70656231,-1368.90777646, 1899.33474641
 65172.49070732, 28560.09667856,-7643.33582865
 4701.39879158,-1589.91639545, 1019.81315661
 7756.46606753, 29754.31422917, 21970.19186011
-81562.16958244,-11641.32068554, 31425.08514014
 21303.17747409,-36535.80182084, 92874.22547481
-8925.59343401,-10623.94806047, 3242.70166955
 26428.53127077, 32066.67221681, 17168.48222395
 50.04341607,-160.15555536, 4365.72391789
 24743.65388351,-69789.19706228, 14504.0391291
 16289.05722822,-1936.95273395, 24299.06739352
 68679.77339999,-51407.85149328,-621.80669766
-20777.0129034,-87059.13168075,-7473.38590315
-10465.70909313, 80080.21249227,-70622.62303289
-5433.37246722, 7688.76085513,-46627.04852627
-15168.89958105,-3194.33478802,-9114.42405457
-77702.85335425, 88395.94859958,-13191.62423632
 25072.63150333, 9752.67633041, 40949.76308584
-2801.08617864, 11815.89398123,-2822.43729955
